crop_type,farm_size_hectares,region,soil_type,rainfall_mm,temperature_celsius,fertilizer_used,yield_kg
rice,6.44,Oyo,loamy,1156.3,26.0,1,30817.7
yam,2.82,Kaduna,silty,2316.3,24.1,1,15675.3
cowpea,0.54,Benue,loamy,1137.5,28.9,0,654.5
tomato,8.33,Plateau,clay,579.6,25.4,1,112030.2
maize,3.14,Kaduna,loamy,924.7,28.7,0,6325.1
maize,7.46,Lagos,sandy,1448.9,21.0,1,14807.2
tomato,2.05,Rivers,sandy,1832.8,26.0,1,25850.9
maize,2.16,Rivers,loamy,1180.0,28.2,0,6112.3
yam,9.09,Bauchi,loamy,1394.4,24.7,1,99753.8
cassava,6.83,Oyo,loamy,1489.2,26.7,1,127608.8
pepper,8.15,Bauchi,sandy,695.9,24.8,1,52772.0
cassava,8.2,Kaduna,sandy,962.9,25.1,1,72133.6
rice,7.38,Kaduna,sandy,1369.2,25.1,0,22990.2
cassava,4.34,Plateau,silty,1729.0,33.1,0,25084.5
cowpea,0.9,Kano,clay,675.8,23.0,0,787.3
cassava,7.63,Plateau,loamy,1004.6,22.6,1,100040.8
pepper,6.05,Kaduna,loamy,530.9,27.2,1,48961.2
maize,2.77,Kaduna,clay,1834.4,24.2,0,4170.5
tomato,8.73,Plateau,loamy,1852.1,23.5,1,114586.5
cassava,4.45,Kano,sandy,200.0,29.2,1,32804.1
tomato,8.42,Kaduna,clay,1539.2,27.5,1,121461.9
rice,2.4,Kano,loamy,1455.5,30.7,1,9912.1
cowpea,1.07,Kaduna,sandy,582.8,24.0,1,1023.0
cassava,7.81,Lagos,clay,1478.5,32.5,1,76062.5
maize,4.84,Rivers,sandy,1175.8,26.5,1,11013.6
rice,2.01,Benue,sandy,850.3,29.4,1,4139.0
rice,1.34,Oyo,loamy,201.3,27.0,1,3861.1
cowpea,9.37,Plateau,clay,439.7,32.5,1,7719.5
cowpea,7.19,Lagos,clay,970.1,29.0,1,8088.8
rice,6.04,Bauchi,sandy,1043.2,26.4,0,16291.6
rice,2.78,Benue,silty,1089.7,26.5,0,8514.4
tomato,2.36,Bauchi,silty,495.4,27.6,1,32178.3
tomato,1.6,Lagos,silty,996.4,26.6,1,25543.1
cowpea,2.85,Benue,loamy,679.0,24.8,1,3059.1
maize,2.21,Rivers,silty,1807.4,32.8,1,4336.7
cassava,8.75,Oyo,clay,1331.4,27.7,0,95306.7
tomato,0.82,Benue,sandy,1162.9,23.9,1,9888.3
rice,6.52,Benue,sandy,1627.0,23.7,1,18899.8
yam,1.1,Kano,clay,665.2,27.7,0,7713.0
cassava,6.82,Oyo,sandy,1272.9,26.5,1,70322.6
rice,4.17,Rivers,clay,1974.7,22.4,1,9651.2
maize,5.21,Bauchi,clay,1642.5,27.8,1,14437.3
yam,2.3,Kaduna,sandy,1541.6,26.9,1,21808.1
tomato,4.05,Bauchi,clay,760.8,31.5,1,53908.6
cassava,3.21,Benue,clay,953.5,27.5,1,45151.6
tomato,3.47,Plateau,clay,595.2,28.0,0,30176.5
tomato,9.32,Kano,sandy,2084.6,22.3,1,84192.1
rice,4.29,Rivers,sandy,1052.6,24.3,0,10470.2
yam,5.34,Plateau,sandy,1676.0,31.8,1,37436.7
yam,0.73,Kano,sandy,1536.5,32.2,1,5793.0
cowpea,9.12,Lagos,loamy,947.7,27.8,1,13257.2
pepper,8.42,Benue,sandy,1245.8,23.8,1,63176.5
rice,6.76,Oyo,clay,494.9,26.6,1,19347.4
pepper,8.85,Benue,silty,1157.0,24.4,0,65381.5
maize,6.79,Rivers,clay,1258.4,20.0,1,12994.3
yam,3.39,Kano,clay,1790.1,29.2,1,33403.8
yam,2.41,Kano,sandy,1176.5,26.2,1,26807.4
pepper,6.27,Benue,clay,1063.1,30.6,1,48975.3
cassava,7.08,Kaduna,loamy,836.9,26.9,1,106609.3
yam,9.53,Plateau,clay,1143.3,25.6,1,109383.4
rice,7.56,Rivers,loamy,1493.7,28.4,1,35709.1
maize,2.95,Kaduna,sandy,341.9,26.0,1,4240.5
maize,1.43,Lagos,loamy,764.8,22.3,0,2576.3
yam,9.43,Rivers,loamy,604.8,26.8,0,78690.9
rice,6.39,Lagos,silty,1707.9,29.8,0,15882.4
pepper,7.71,Oyo,silty,993.7,26.4,1,67176.1
cassava,1.8,Rivers,silty,1635.7,30.6,1,20544.1
rice,5.33,Benue,silty,1452.5,24.7,1,18420.2
rice,2.46,Kaduna,loamy,885.1,29.2,1,10634.2
pepper,7.84,Benue,sandy,1550.4,25.1,0,44322.3
maize,0.75,Oyo,sandy,1364.1,23.8,1,1782.1
tomato,6.35,Benue,silty,1321.4,23.3,0,68160.0
maize,7.82,Rivers,clay,1724.5,26.7,0,13273.0
tomato,7.48,Lagos,loamy,1466.7,26.3,0,116183.9
cassava,1.44,Benue,clay,619.7,24.2,1,13120.5
tomato,6.11,Rivers,sandy,1242.7,29.4,1,93299.4
pepper,8.63,Kano,silty,1452.6,27.0,0,71739.2
pepper,1.01,Lagos,sandy,647.3,24.2,0,4905.7
rice,6.84,Plateau,silty,832.0,28.7,1,22815.2
maize,7.54,Plateau,clay,1489.1,27.2,0,17460.8
pepper,3.01,Bauchi,clay,1056.7,23.9,1,26117.7
rice,8.59,Bauchi,sandy,1209.7,30.1,0,22066.4
maize,9.03,Kaduna,sandy,1124.5,29.6,1,23037.4
maize,9.89,Plateau,silty,919.6,27.4,1,27879.1
pepper,7.18,Plateau,loamy,1343.1,27.1,1,80120.1
pepper,0.61,Kano,clay,1389.2,30.8,1,4636.7
pepper,4.75,Benue,clay,660.4,31.5,1,27290.7
maize,4.75,Benue,silty,1542.1,30.2,1,12089.7
tomato,1.28,Plateau,loamy,797.0,22.8,1,20632.4
rice,3.31,Kano,sandy,978.2,24.0,1,9372.0
cassava,2.36,Lagos,loamy,1769.4,26.2,1,33653.3
cassava,3.31,Bauchi,clay,1540.4,27.4,1,35655.4
yam,4.7,Bauchi,loamy,436.7,27.3,0,34287.9
tomato,9.14,Plateau,clay,1167.1,29.7,1,117471.0
yam,2.65,Kaduna,silty,884.6,28.1,0,22423.9
pepper,6.45,Lagos,clay,1316.0,29.9,1,57761.3
rice,5.23,Kano,silty,644.9,24.8,0,13967.4
rice,0.7,Rivers,loamy,1705.1,26.8,0,2600.3
yam,7.65,Kano,sandy,1301.3,29.0,1,64301.7
maize,2.92,Oyo,loamy,460.7,25.9,1,7503.7
rice,8.59,Kaduna,clay,977.6,21.4,1,22858.7
yam,6.01,Plateau,sandy,1151.7,31.6,0,37697.5
cowpea,8.68,Plateau,loamy,923.9,23.9,1,11908.2
rice,2.37,Rivers,clay,1511.3,31.2,0,6049.2
cowpea,0.69,Oyo,sandy,200.0,20.2,1,448.5
cowpea,5.54,Oyo,silty,1425.5,26.7,1,7840.1
pepper,4.85,Oyo,clay,889.6,31.2,0,26402.9
rice,9.57,Plateau,sandy,1334.9,27.1,1,38245.3
tomato,1.37,Lagos,sandy,1983.8,27.7,1,13512.5
tomato,9.31,Plateau,loamy,1764.6,27.4,0,104566.4
maize,8.73,Plateau,clay,1252.9,27.3,1,26229.3
rice,7.47,Rivers,loamy,1317.7,23.8,0,26626.6
pepper,3.46,Kano,clay,607.2,22.8,1,23368.8
tomato,1.76,Kaduna,loamy,750.9,25.2,1,27959.9
cowpea,2.46,Benue,clay,1485.5,22.4,1,3125.9
cowpea,6.3,Kaduna,silty,1465.5,31.2,1,7658.5
tomato,0.54,Benue,loamy,1058.4,27.9,1,10518.5
tomato,0.62,Kaduna,loamy,1155.6,21.9,0,8015.7
rice,7.16,Plateau,loamy,1513.2,28.0,0,29137.1
cowpea,4.76,Benue,sandy,1269.6,24.6,1,5263.1
cassava,7.9,Kaduna,silty,1300.3,19.7,1,87795.5
cassava,0.99,Kaduna,loamy,1204.9,23.1,0,9375.3
tomato,4.14,Benue,silty,1367.9,24.5,0,60316.3
pepper,7.65,Lagos,loamy,914.6,21.5,1,58004.5
tomato,8.73,Oyo,sandy,1512.8,30.7,1,124838.0
pepper,8.38,Plateau,sandy,856.2,27.2,1,53847.6
pepper,2.24,Benue,sandy,476.9,24.4,1,12862.0
rice,2.9,Oyo,clay,1508.7,21.8,0,6365.1
rice,7.82,Oyo,loamy,1283.6,28.5,0,27304.2
tomato,2.13,Rivers,loamy,1696.2,27.8,1,31920.6
cassava,4.16,Kano,silty,811.2,26.9,1,50683.5
cassava,5.09,Plateau,loamy,960.2,27.9,1,72712.2
cassava,0.84,Benue,clay,1482.8,24.2,1,10948.3
pepper,2.63,Plateau,clay,1240.1,21.9,1,17936.9
rice,6.0,Oyo,loamy,865.7,24.8,1,24423.5
pepper,7.23,Oyo,loamy,811.9,25.3,1,67017.9
cowpea,8.81,Benue,loamy,1865.8,28.0,1,11315.9
tomato,2.18,Plateau,clay,1525.7,27.4,0,28373.0
yam,6.76,Rivers,sandy,1498.2,27.1,1,81097.9
maize,8.79,Rivers,clay,1251.8,18.5,1,16181.4
pepper,1.48,Oyo,clay,1286.3,29.1,0,10037.6
cassava,7.66,Kano,clay,281.2,28.6,0,47335.5
pepper,8.96,Lagos,sandy,984.2,24.8,1,63901.4
yam,3.36,Plateau,sandy,1045.2,26.4,1,30377.0
maize,6.69,Benue,loamy,1779.7,26.9,1,19527.8
pepper,5.88,Bauchi,clay,1424.5,23.7,1,45031.2
yam,9.71,Rivers,silty,1277.8,27.3,0,107299.4
pepper,9.37,Kano,clay,1136.7,26.7,0,60986.9
maize,2.98,Rivers,sandy,1000.3,25.9,1,6327.5
tomato,8.33,Kano,silty,1126.5,25.8,1,152396.8
pepper,6.46,Kano,clay,2032.4,32.5,0,21176.6
rice,3.59,Kaduna,sandy,325.0,23.2,1,7079.6
rice,3.27,Oyo,loamy,1322.6,32.9,1,12851.6
yam,6.83,Kaduna,silty,1509.6,24.6,1,78963.7
pepper,4.16,Bauchi,sandy,1295.9,24.9,1,33620.6
pepper,2.5,Kano,silty,991.2,25.6,1,27655.3
cassava,0.95,Rivers,silty,1398.2,24.3,0,11565.5
rice,5.48,Plateau,clay,1303.8,25.5,1,21341.1
cowpea,9.78,Plateau,sandy,1761.1,29.1,1,7630.6
yam,7.92,Benue,clay,1464.8,25.7,1,85071.1
yam,8.21,Oyo,clay,1071.1,18.2,1,54377.1
pepper,0.94,Lagos,loamy,1313.5,24.9,0,6825.4
rice,7.5,Benue,clay,1154.7,29.9,1,31908.1
maize,0.59,Lagos,sandy,1459.2,26.4,1,1571.1
cassava,6.8,Rivers,clay,1232.0,31.0,1,87615.4
pepper,3.76,Plateau,silty,1880.1,30.6,1,25798.6
maize,3.85,Plateau,clay,849.7,23.1,1,7418.3
tomato,5.85,Oyo,clay,1270.3,27.4,1,96451.4
pepper,2.27,Oyo,clay,1977.0,30.0,1,13164.1
cassava,7.93,Kaduna,silty,1528.5,29.0,1,97151.6
cowpea,9.13,Kaduna,sandy,775.6,22.9,1,10103.6
yam,1.14,Rivers,silty,1782.9,24.4,1,12369.9
pepper,8.54,Benue,loamy,1563.4,29.4,1,82265.2
yam,2.95,Rivers,silty,836.4,30.1,0,23218.5
cassava,4.5,Bauchi,sandy,1017.7,29.9,0,41498.6
cassava,3.82,Kaduna,sandy,1948.7,25.9,1,31852.4
maize,5.66,Rivers,loamy,1409.5,28.7,1,17065.2
cassava,9.89,Plateau,sandy,637.6,23.1,1,66102.2
maize,8.55,Lagos,clay,1953.5,28.7,1,18967.2
rice,6.55,Plateau,silty,1425.1,26.4,1,26862.1
cassava,4.2,Kano,silty,509.6,25.0,1,34819.6
maize,3.77,Bauchi,silty,1098.8,27.4,1,10870.7
rice,9.23,Rivers,sandy,1167.1,22.3,1,29829.9
rice,0.61,Lagos,silty,995.9,28.3,1,2568.8
cassava,1.48,Kano,sandy,628.4,25.9,1,13003.7
cassava,4.94,Benue,silty,1104.1,24.1,1,66477.1
tomato,3.15,Oyo,loamy,996.6,29.0,1,52571.4
rice,4.36,Bauchi,loamy,1433.7,26.6,1,17879.3
maize,6.67,Kaduna,sandy,425.0,31.7,1,9638.6
rice,1.37,Lagos,loamy,1452.5,22.5,1,5947.5
yam,6.75,Plateau,clay,1219.2,30.3,0,59413.3
pepper,3.62,Kaduna,clay,1775.2,22.3,1,20020.9
tomato,5.83,Rivers,sandy,1071.3,31.0,1,68071.6
cowpea,8.21,Rivers,silty,663.8,29.8,0,6884.7
tomato,9.68,Bauchi,loamy,1193.2,27.6,1,195140.8
tomato,6.05,Kaduna,silty,798.7,27.8,1,89152.5
cowpea,8.8,Kano,silty,378.8,27.6,0,7932.4
maize,3.03,Plateau,loamy,657.6,31.4,0,4869.4
rice,9.68,Lagos,silty,481.0,22.5,1,21926.4
pepper,1.0,Kaduna,sandy,360.3,28.5,1,4647.8
rice,4.99,Kaduna,loamy,1489.9,28.5,1,22482.2
cowpea,8.27,Oyo,silty,840.3,25.8,1,9416.9
maize,1.49,Benue,clay,1489.2,24.0,0,2636.4
yam,3.73,Kano,loamy,1114.9,19.0,0,26354.7
tomato,1.56,Oyo,clay,989.6,24.0,1,21342.1
cowpea,4.35,Rivers,sandy,1923.5,21.6,1,3102.8
maize,5.54,Kano,loamy,680.0,26.4,0,12295.7
yam,3.48,Rivers,silty,1420.2,33.0,1,34760.4
rice,3.92,Kano,silty,1145.0,23.7,1,16273.1
rice,5.48,Oyo,loamy,820.9,28.1,0,17876.5
rice,1.24,Lagos,sandy,1600.0,27.8,1,4171.7
yam,9.6,Bauchi,silty,1238.8,26.6,0,111753.7
yam,0.72,Rivers,clay,1002.1,25.7,0,4671.0
rice,7.58,Kaduna,clay,1318.9,31.8,1,24866.5
maize,4.78,Kano,silty,712.5,31.0,1,8471.7
cassava,6.85,Benue,silty,1591.3,26.1,1,98889.2
maize,6.04,Benue,sandy,1306.6,29.6,1,13791.8
cassava,6.39,Lagos,silty,1347.4,30.0,1,82558.9
yam,7.06,Lagos,loamy,1105.4,32.9,1,74410.4
yam,9.51,Kano,clay,1023.9,28.1,1,106351.5
rice,2.53,Bauchi,loamy,1155.8,22.5,1,9703.6
maize,9.85,Lagos,loamy,1101.3,28.7,1,36677.1
cowpea,2.9,Kano,clay,1394.8,27.1,0,2754.6
pepper,2.52,Benue,sandy,583.3,29.6,0,12427.2
yam,8.17,Lagos,loamy,1001.7,29.4,1,112385.2
pepper,3.13,Bauchi,loamy,1718.9,28.1,1,28173.6
maize,6.46,Plateau,silty,912.1,23.1,0,11865.4
cassava,2.6,Kaduna,sandy,1358.8,28.6,1,33020.3
pepper,4.73,Lagos,sandy,1035.2,29.2,0,21791.7
tomato,5.02,Oyo,silty,1656.3,24.3,0,61766.1
rice,7.28,Benue,silty,803.5,25.6,1,22383.9
pepper,9.26,Lagos,loamy,2275.1,27.6,1,70774.2
cassava,2.96,Benue,sandy,938.5,21.7,0,20212.6
rice,3.15,Kano,silty,1340.8,26.5,0,13217.3
rice,5.34,Lagos,silty,926.2,27.8,1,19855.9
yam,3.41,Benue,loamy,1077.6,31.2,1,34637.6
cowpea,2.24,Plateau,clay,1465.3,25.9,1,2627.9
rice,0.93,Bauchi,loamy,1479.0,25.9,1,4479.7
cassava,4.87,Lagos,loamy,1352.7,32.3,1,64810.7
cassava,6.83,Benue,silty,1397.1,27.1,1,110069.2
maize,7.57,Plateau,loamy,1009.8,30.2,0,14932.0
maize,4.14,Kano,sandy,1951.2,25.6,1,7321.0
cassava,9.73,Kano,sandy,816.1,24.4,0,76469.4
cowpea,5.35,Benue,clay,1415.6,30.9,1,6049.1
rice,6.06,Rivers,sandy,770.7,25.8,1,15205.5
cassava,3.17,Plateau,silty,813.3,23.7,0,28440.7
yam,8.74,Kano,silty,1192.0,28.6,1,110697.6
yam,8.26,Benue,clay,1557.9,26.5,1,82750.5
pepper,9.43,Bauchi,sandy,870.6,28.2,1,60944.6
pepper,3.38,Kaduna,clay,1218.7,29.3,0,22347.9
pepper,3.24,Rivers,loamy,1308.1,26.6,1,34085.6
cowpea,6.49,Plateau,loamy,976.2,26.0,1,10005.8
rice,7.05,Kano,clay,1161.6,29.8,0,23008.5
yam,6.58,Kano,loamy,1635.2,25.1,1,64622.8
tomato,4.84,Kaduna,silty,2185.5,25.3,0,38637.4
rice,1.03,Kaduna,silty,1073.4,21.4,1,3462.7
maize,6.88,Rivers,clay,1057.5,28.4,1,17995.2
cassava,0.77,Benue,clay,828.5,28.5,0,6978.7
cowpea,2.44,Oyo,sandy,1518.2,29.4,0,1820.0
tomato,4.05,Kaduna,sandy,543.2,27.2,0,38772.2
yam,4.22,Bauchi,clay,437.7,30.0,1,28660.2
yam,1.34,Kano,loamy,1970.1,28.4,1,13645.6
tomato,2.45,Kano,clay,857.6,24.3,1,30314.6
tomato,3.66,Benue,loamy,1135.2,29.9,0,51774.5
rice,6.57,Oyo,loamy,1880.5,22.3,1,21583.5
tomato,7.28,Kano,loamy,754.0,23.8,0,89250.4
maize,4.88,Kaduna,sandy,1129.4,29.4,0,7967.8
cowpea,9.78,Oyo,clay,1521.8,23.6,0,7829.9
cassava,7.99,Kaduna,sandy,1578.7,28.0,1,88885.6
maize,6.82,Benue,clay,694.2,27.7,0,12670.7
cowpea,8.99,Lagos,loamy,1622.4,30.9,0,9080.6
rice,2.79,Plateau,clay,1244.1,27.2,1,10153.2
cowpea,3.57,Kano,sandy,1563.7,26.2,1,3692.8
rice,1.77,Plateau,clay,1632.4,27.7,1,6410.4
yam,4.1,Plateau,clay,933.3,19.2,1,30548.8
yam,1.24,Oyo,loamy,717.3,30.3,0,9149.1
yam,4.58,Rivers,silty,605.1,20.7,0,29374.2
cassava,1.98,Benue,silty,770.5,26.2,0,19722.7
pepper,0.5,Lagos,silty,1208.1,25.5,1,5058.2
yam,8.48,Rivers,sandy,1611.8,20.8,1,61504.2
cowpea,1.45,Oyo,loamy,1287.7,25.2,0,1780.5
cassava,2.2,Kaduna,silty,1486.2,26.5,0,23106.5
pepper,8.15,Lagos,clay,1331.0,22.5,1,64555.0
cassava,4.49,Kaduna,clay,200.0,29.4,0,26007.8
cassava,2.12,Bauchi,silty,1389.3,24.1,1,27371.9
rice,1.83,Oyo,loamy,1496.3,24.4,0,5653.6
maize,8.76,Kano,silty,1491.9,21.2,0,15878.6
cassava,1.77,Lagos,sandy,1100.7,30.4,1,15242.9
pepper,6.77,Benue,silty,728.7,31.7,1,46185.4
cowpea,4.15,Plateau,sandy,2034.3,28.8,1,3933.3
tomato,7.26,Oyo,silty,1001.8,32.7,0,78386.6
tomato,2.29,Oyo,clay,727.0,27.3,1,33052.7
cowpea,8.37,Lagos,loamy,1098.0,30.4,1,11557.2
rice,6.25,Bauchi,loamy,1669.7,28.8,0,20429.4
maize,5.24,Rivers,clay,1458.7,27.9,1,14610.0
yam,8.14,Bauchi,loamy,1166.5,26.5,1,111331.9
tomato,9.84,Lagos,clay,1462.5,28.3,0,132029.0
rice,9.13,Bauchi,loamy,2064.2,30.3,0,27075.3
tomato,5.37,Oyo,clay,1276.3,26.7,1,69228.1
cassava,4.04,Kano,sandy,1627.8,26.3,0,37641.7
maize,5.49,Benue,sandy,1279.3,21.6,1,9744.3
yam,8.93,Kano,silty,1073.6,26.8,0,84154.4
tomato,5.34,Kaduna,clay,1407.8,26.7,0,60784.2
pepper,2.81,Benue,silty,1632.5,20.7,1,16208.1
cassava,4.44,Plateau,silty,916.0,22.8,1,48519.4
rice,5.88,Kaduna,silty,1559.8,26.1,1,19749.3
tomato,3.68,Plateau,clay,1366.1,24.9,1,59623.7
rice,7.62,Lagos,clay,1272.3,26.0,0,23060.5
tomato,4.1,Lagos,clay,1096.2,26.1,1,64852.8
cowpea,3.76,Oyo,loamy,1133.1,25.5,1,5287.2
cowpea,0.96,Bauchi,silty,1195.2,23.8,1,1288.3
pepper,6.8,Kano,loamy,725.1,31.1,0,47794.7
cassava,6.28,Benue,clay,1279.8,27.1,1,84353.8
cassava,9.44,Lagos,clay,1671.5,33.8,1,86261.8
maize,3.0,Bauchi,loamy,322.9,25.6,1,6355.7
pepper,1.95,Kano,loamy,1596.3,28.0,1,18697.0
cowpea,0.83,Kaduna,silty,694.9,27.4,1,942.9
rice,3.8,Plateau,sandy,1060.5,27.4,0,10788.9
tomato,5.8,Plateau,sandy,1715.3,27.9,1,74417.4
yam,6.49,Lagos,sandy,1328.7,22.8,1,52463.3
rice,1.54,Benue,sandy,630.3,27.5,1,5829.1
yam,6.18,Lagos,sandy,1656.8,27.6,0,42460.8
yam,2.64,Lagos,sandy,1580.2,27.8,1,26808.1
maize,5.86,Lagos,loamy,1303.2,26.3,1,21546.1
yam,8.42,Kano,silty,1562.8,22.6,1,78159.4
pepper,8.07,Benue,clay,623.4,24.6,0,37837.4
tomato,3.2,Kaduna,silty,1840.9,32.8,0,26650.0
yam,7.82,Benue,sandy,1104.4,29.8,0,64070.7
rice,0.51,Oyo,sandy,1254.5,28.3,0,1561.9
tomato,6.67,Kano,loamy,1234.7,29.6,1,124546.7
pepper,1.36,Benue,clay,1657.7,30.1,1,9259.1
cowpea,9.71,Bauchi,silty,1471.6,25.1,0,10499.5
cassava,0.6,Oyo,clay,854.6,30.9,1,5316.4
cowpea,8.74,Kano,sandy,1106.3,21.4,1,7739.4
maize,3.82,Plateau,sandy,1821.3,32.3,1,5771.2
tomato,3.23,Benue,loamy,832.0,23.7,0,34260.7
maize,3.59,Lagos,sandy,854.2,24.4,1,7843.5
maize,4.29,Rivers,loamy,1039.1,28.9,1,12576.6
maize,3.8,Kaduna,silty,1641.2,26.6,0,8171.6
maize,7.32,Benue,silty,963.1,28.0,0,15356.7
yam,7.61,Benue,clay,1199.8,22.8,1,79227.7
cowpea,9.56,Lagos,loamy,1344.5,26.1,1,13727.4
cassava,9.2,Benue,clay,1158.3,29.4,1,97871.5
tomato,9.94,Kano,silty,1128.5,28.8,1,167045.5
rice,7.37,Kaduna,silty,631.9,30.6,1,21620.3
tomato,1.18,Bauchi,silty,1152.1,26.1,0,17866.8
cowpea,9.86,Plateau,silty,1418.6,20.9,1,12194.5
cowpea,4.14,Bauchi,sandy,1649.3,28.1,0,3055.5
cowpea,5.13,Benue,clay,1368.9,22.6,0,3758.9
maize,6.72,Lagos,silty,876.6,23.2,1,17742.7
tomato,6.29,Kaduna,silty,1808.6,32.0,0,62747.8
tomato,9.86,Rivers,loamy,1173.7,27.8,1,218726.2
yam,6.33,Benue,silty,873.0,29.4,0,55875.2
yam,9.91,Bauchi,sandy,986.8,24.6,1,88157.0
cassava,2.96,Bauchi,clay,1735.2,29.6,1,28057.5
cowpea,0.65,Lagos,clay,1412.8,25.5,0,656.2
cowpea,4.08,Bauchi,sandy,804.1,21.6,1,3086.5
cowpea,5.64,Lagos,silty,1249.8,28.9,0,5807.6
tomato,9.94,Benue,clay,1966.6,27.7,0,98710.1
maize,1.0,Kano,silty,1500.8,28.1,1,2608.0
maize,9.62,Bauchi,silty,1530.7,28.3,1,31329.6
tomato,7.22,Kaduna,silty,892.5,31.6,1,109591.5
pepper,9.89,Bauchi,clay,1041.9,28.7,1,76682.3
rice,2.02,Plateau,loamy,1003.8,25.8,1,8764.2
tomato,8.86,Bauchi,clay,701.7,27.5,0,94140.5
cowpea,8.72,Bauchi,silty,787.2,24.7,0,8338.5
cowpea,2.31,Kaduna,clay,1501.6,26.4,1,2711.6
cassava,2.14,Kano,silty,793.2,30.8,0,17488.4
rice,5.16,Lagos,loamy,1145.8,24.3,0,18905.9
cowpea,9.31,Kano,clay,1697.9,27.3,1,9848.5
cowpea,5.45,Benue,sandy,955.3,26.2,1,5385.2
cowpea,7.62,Bauchi,loamy,1306.0,28.2,1,11385.6
tomato,1.5,Lagos,silty,1509.8,32.4,1,23587.4
yam,7.23,Plateau,sandy,1323.4,30.9,0,47892.7
pepper,2.91,Kano,clay,883.7,24.7,1,22444.5
tomato,1.17,Lagos,loamy,1355.2,34.9,1,18246.0
pepper,5.36,Bauchi,clay,447.2,27.1,0,23841.0
cowpea,4.15,Kaduna,loamy,1206.3,27.6,1,7598.1
cowpea,8.94,Benue,sandy,1945.7,32.3,1,6620.4
cassava,1.61,Kaduna,loamy,1579.7,26.4,0,19798.0
tomato,3.13,Bauchi,silty,1065.5,27.6,1,47336.1
yam,2.75,Kano,sandy,1545.4,27.8,0,18070.7
cowpea,2.33,Kaduna,sandy,1994.3,31.0,0,1477.5
yam,1.31,Lagos,sandy,1248.5,21.0,1,9632.3
cassava,6.39,Kaduna,loamy,1152.3,22.3,1,70535.5
cassava,8.93,Benue,loamy,345.4,27.2,1,108649.3
cassava,2.93,Bauchi,loamy,417.9,30.7,1,30090.3
maize,5.81,Kano,silty,1402.7,29.4,1,15025.1
maize,2.12,Kaduna,clay,1442.6,24.2,1,6108.1
cassava,7.73,Oyo,clay,1378.0,28.8,0,85233.8
maize,6.5,Kaduna,silty,1101.1,26.2,0,19256.5
rice,6.23,Benue,sandy,1919.9,26.6,1,18148.1
rice,6.84,Oyo,sandy,1413.2,26.4,0,18364.6
cowpea,5.19,Kaduna,loamy,790.4,27.1,0,6369.6
pepper,5.41,Bauchi,silty,1301.7,31.8,1,46140.0
cowpea,2.38,Benue,clay,1206.4,29.6,1,3171.2
maize,2.3,Benue,clay,882.5,28.3,1,5810.1
tomato,7.9,Lagos,sandy,1753.5,30.4,0,69454.7
maize,2.01,Benue,clay,1348.0,28.8,0,4243.3
pepper,0.89,Benue,silty,429.1,23.4,1,6259.4
tomato,7.09,Benue,loamy,1164.5,27.1,1,142987.3
cassava,4.68,Kaduna,clay,1243.7,23.5,0,42273.0
rice,3.79,Benue,sandy,1395.0,24.2,1,13376.5
yam,5.6,Benue,sandy,883.7,25.3,1,47122.2
cowpea,9.99,Lagos,silty,1269.9,26.9,1,17238.1
rice,3.85,Kaduna,clay,1022.2,26.4,1,15278.1
pepper,3.79,Bauchi,loamy,679.6,29.9,1,25249.6
yam,5.61,Rivers,silty,1209.3,32.1,1,60142.0
cowpea,6.35,Kano,sandy,1192.7,24.6,1,6843.3
yam,2.96,Benue,loamy,1657.2,29.1,0,24396.6
maize,5.14,Kaduna,silty,988.9,23.5,0,9542.7
yam,3.29,Rivers,clay,1455.6,30.6,0,27493.9
cowpea,4.45,Bauchi,clay,1321.8,32.2,1,4938.5
cowpea,9.39,Plateau,loamy,1712.5,26.5,1,11576.2
maize,1.54,Kaduna,clay,708.1,32.2,1,2774.6
cassava,5.02,Oyo,silty,1094.5,25.1,1,78147.0
maize,1.4,Benue,loamy,1036.6,28.9,0,3659.7
cowpea,3.64,Lagos,loamy,1378.1,29.4,1,6273.4
yam,9.86,Kano,clay,1153.5,27.5,0,80145.2
cassava,2.92,Kano,clay,1778.8,25.9,0,24910.3
cowpea,3.47,Benue,loamy,720.5,28.4,0,3745.2
pepper,4.8,Bauchi,silty,565.2,26.4,1,38320.8
tomato,6.14,Kaduna,silty,1243.0,24.9,1,105296.5
cowpea,1.66,Lagos,clay,822.0,27.0,1,1946.3
rice,6.83,Oyo,sandy,1421.9,29.2,1,22241.5
yam,7.38,Kaduna,clay,1254.6,22.2,1,72231.5
cassava,6.92,Kaduna,sandy,1041.2,26.7,1,83837.3
cowpea,9.87,Kano,loamy,860.0,26.4,1,14504.9
maize,6.72,Kaduna,silty,1991.9,26.7,1,17483.5
tomato,7.42,Plateau,loamy,200.0,30.5,0,55958.9
yam,9.22,Bauchi,silty,1141.2,29.4,1,84179.2
tomato,1.4,Plateau,clay,1290.2,26.0,1,24938.6
pepper,6.43,Lagos,silty,928.7,20.3,0,39620.5
yam,3.14,Benue,sandy,915.1,26.7,0,21370.8
pepper,0.9,Rivers,clay,1987.6,35.4,0,3123.5
rice,2.6,Oyo,sandy,1069.1,27.8,0,6345.9
rice,5.28,Kaduna,silty,739.5,26.8,0,14184.4
rice,7.69,Benue,clay,1331.4,33.7,1,27260.4
